what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.xsd,2.5.0.v200906151043,"org.eclipse.xsd",1459570727677
started,bundle,org.eclipse.xtend.typesystem.xsd.ui,0.7.2.v200908120436,"org.eclipse.xtend.typesystem.xsd.ui",1459570727691
started,bundle,org.eclipse.xtend.shared.ui,0.7.2.v200908120436,"org.eclipse.xtend.shared.ui",1459570727694
started,bundle,org.eclipse.wst.sse.core,1.1.402.v201001251516,"org.eclipse.wst.sse.core",1459570731151
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1459570733823
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1459570781494
started,bundle,org.eclipse.emf.mint,0.8.0.v200906161513,"org.eclipse.emf.mint",1459570788991
started,bundle,org.eclipse.emf.mint.ui,0.8.0.v200906161513,"org.eclipse.emf.mint.ui",1459570788994
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1459570789997
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1459570791896
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring",1459570799253
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1459570799439
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1459570799553
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1459570799733
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1459570800375
started,bundle,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit",1459570806630
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1459570839586
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1459570841838
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1459570842018
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1459570846999
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1459570848084
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1459570848245
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1459570848599
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1459570852874
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1459570852984
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1459570853095
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1459570857308
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1459571002853
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1459571006420
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1459571018533
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1459571027158
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1459571035525
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1459571061852
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1459571107880
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1459571108047
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1459571108201
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1459571108373
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1459571108557
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1459571108786
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1459571123866
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1459571138462
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1459571146782
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1459571150871
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1459571159296
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1459571167068
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1459571182414
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1459571185144
